region_id,region_display,region_name,region_type,year,adlt_incar_rt,afford_le030_rct,afford_le080_rct,afford_le120_rct,crime_all_rt,crime_prop_rt,crime_viol_rt,gross_rent_0_1beds,gross_rent_2_3beds,hh_alone_pct,hh_inc_med_adj,hh_inc_own_med_adj,hh_inc_rent_med_adj,hh_u18_pct,hp_first_fhava_pct,hp_first_hi_pct,hp_first_orig,hp_first_orig_lmi_app_pct,hp_first_orig_lmi_nbhd_pct,hp_first_orig_rt,hpi_1f,hpi_4f,hpi_al,hpi_cn,hpi_ot,income_diversity_ratio,lp_all,lp_fam14condo_initial,lp_fam14condo_rate,lp_fam14condo_repeat,med_r_1f,med_r_4f,med_r_cn,med_r_ot,nb_permit_res_units,pct_prof_ela,pct_prof_math,pfn_fam14condo,pfn_fam14condo_rate,pop_65p_pct,pop_bornstate_pct,pop_commute_carfree_pct,pop_commute_time_avg,pop_disabled_pct,pop_discon_youth_pct,pop_edu_collp_pct,pop_edu_nohs_pct,pop_foreign_pct,pop_num,pop_pov_65p_pct,pop_pov_pct,pop_pov_u18_pct,pop_race_asian_pct,pop_race_black_pct,pop_race_div_idx,pop_race_hisp_pct,pop_race_white_pct,pop16_laborforce_pct,pop16_unemp_pct,population_density,priv_evic_amt_sought_med_adj,priv_evic_filing_rt,priv_evic_filings,prox_park_pct,prox_subway_pct,rburden_mod_ami_81_120,rburden_mod_ami_le80,rburden_sev_ami_81_120,rburden_sev_ami_le80,refi_hi_pct,refi_orig,refi_orig_rt,rent_burden_med,rent_burden_mod_pct,rent_burden_sev_pct,rent_change,rent_gross_med_adj,rent_gross_recent_med_adj,rent_pct_nycha,reo,serious_viol_rate,shd_420c_props,shd_420c_units,shd_421a_props,shd_421a_units,shd_all_sub_props,shd_all_sub_units,shd_ex_2024_2029_props,shd_ex_2024_2029_units,shd_ex_2030_2039_props,shd_ex_2030_2039_units,shd_ex_2040_later_props,shd_ex_2040_later_units,shd_hud_finins_props,shd_hud_finins_units,shd_hud_pbrap_props,shd_hud_pbrap_units,shd_lihtc_props,shd_lihtc_units,shd_ml_props,shd_ml_units,shd_nyc_prog_props,shd_ph_props,shd_ph_units,total_viol_rate,unit_num,unit_occ_own_pct,unit_occ_rent_sevcrowd_pct,unit_vac_rent_pct,units_cert,volume_1f,volume_4f,volume_al,volume_cn,volume_ot,voucher_pct
304,BK 04,Bushwick,Sub-Borough Area,2009,,,,,,,,,,22.3%,"$43,210","$92,630","$38,580",43.1%,41.4%,12.1%,116,100.0%,11.3%,15.8,,,,,,5.6,480,316,59.4,93,,,,,,,,,,7.4%,42.9%,82.5%,40.3,9.0%,,14.5%,46.4%,39.3%,134869,43.0%,33.5%,45.3%,4.0%,16.5%,0.49,69.0%,8.9%,57.8%,10.37%,53.2,,,,,,,,,,8.2%,98,13.3,34.9%,21.3%,,,"$1,420",,,,,,,,,,,,,,,,,,,,,,,,,,,,,47392,10.9%,,,,,,,,,7.8%
304,BK 04,Bushwick,Sub-Borough Area,2009-2013,,6.2%,57.5%,91.4%,,,,"$1,250","$1,550",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5%,,,,,,,,,,,,,,,,,,,,,17.0%,25.8%,1.1%,46.8%,,,,,,34.2%,,,"$1,850",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.2%,5.4%,,,,,,,
304,BK 04,Bushwick,Sub-Borough Area,2010,,,,,,,,,,18.2%,"$49,530","$79,080","$43,930",43.3%,63.0%,1.9%,154,100.0%,7.3%,20.6,,,,,,4.6,431,214,51.8,148,,,,,,,,,,7.1%,45.7%,84.5%,38.3,6.7%,,16.6%,39.4%,35.7%,140437,27.0%,28.5%,42.0%,2.9%,19.3%,0.49,68.4%,9.0%,61.6%,10.22%,55.4,"$4,946",64.5,2200,,,,,,,12.9%,70,9.4,33.3%,25.5%,,,"$1,470",,,,,,,,,,,,,,,,,,,,,,,,,,,,,47609,15.9%,,,,,,,,,7.5%
304,BK 04,Bushwick,Sub-Borough Area,2010-2014,,5.7%,48.4%,83.9%,,,,"$1,300","$1,570",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.3%,,,,,,,,,,,,,,,,,,,,,21.7%,27.9%,2.8%,46.1%,,,,,,32.8%,,,"$1,890",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0%,5.3%,,,,,,,
304,BK 04,Bushwick,Sub-Borough Area,2011,,,,,,,,,,21.4%,"$44,380","$91,650","$40,130",39.8%,61.2%,0.0%,139,100.0%,13.0%,18.6,,,,,,5.8,341,108,38.6,163,,,,,,,,,,7.6%,45.3%,83.9%,39.8,7.9%,,17.5%,38.1%,35.1%,"138,763",30.0%,32.2%,49.2%,4.5%,20.1%,0.54,63.7%,10.4%,64.1%,14.67%,54.7,"$4,943",72.8,2454,,,,,,,12.7%,71,9.5,36.3%,23.8%,,,"$1,500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"49,027",12.5%,,,,,,,,,7.0%
304,BK 04,Bushwick,Sub-Borough Area,2011-2015,,5.6%,44.2%,83.8%,,,,"$1,310","$1,610",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.9%,,,,,,,,,,,,,,,,,,,,,26.1%,26.8%,3.1%,47.1%,,,,,,33.0%,,,"$2,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6%,4.4%,,,,,,,
304,BK 04,Bushwick,Sub-Borough Area,2012,,,,,,,,,,23.6%,"$44,650","$68,800","$39,700",40.2%,64.6%,3.7%,161,93.8%,6.9%,21.5,,,,,,5.9,291,100,34.2,141,,,,,,,,,,8.2%,43.2%,85.4%,38.7,6.9%,,19.1%,45.0%,39.0%,"143,782",32.7%,33.4%,45.5%,3.8%,15.3%,0.49,69.2%,10.2%,67.6%,17.45%,56.7,"$4,589",66.9,2285,,,,,,,18.6%,102,13.6,35.1%,24.1%,,,"$1,500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"49,977",13.9%,,,,,,,,,6.8%
304,BK 04,Bushwick,Sub-Borough Area,2012-2016,,7.1%,45.5%,83.1%,,,,"$1,330","$1,640",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.4%,,,,,,,,,,,,,,,,,,,,,26.4%,26.7%,3.7%,46.0%,,,,,,32.6%,,,"$2,090",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6%,3.8%,,,,,,,
304,BK 04,Bushwick,Sub-Borough Area,2013,,,,,,,,,,23.7%,"$54,350","$78,810","$51,580",37.8%,45.2%,6.1%,115,91.3%,3.6%,15.3,,,,,,6,344,154,43.4,153,,,,,,,,,,8.8%,42.4%,87.1%,40.6,4.5%,,20.7%,41.4%,37.5%,"145,795",37.7%,25.0%,31.0%,5.1%,18.4%,0.55,62.7%,12.9%,70.8%,15.24%,57.5,"$4,639",68.7,2236,,,,,,,5.8%,121,16.1,32.7%,26.0%,,,"$1,530",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"49,280",14.0%,,,,,,,,,5.9%
304,BK 04,Bushwick,Sub-Borough Area,2013-2017,,5.5%,41.8%,80.8%,,,,"$1,340","$1,680",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4%,,,,,,,,,,,,,,,,,,,,,29.1%,27.4%,3.3%,44.9%,,,,,,31.2%,,,"$2,260",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3%,3.7%,,,,,,,
304,BK 04,Bushwick,Sub-Borough Area,2014,,,,,,,,,,25.1%,"$50,090","$79,730","$47,600",32.4%,26.3%,12.3%,114,96.5%,5.3%,15.1,,,,,,5.7,216,86,27.3,108,,,,,,,,,,8.6%,45.2%,84.9%,40.1,8.8%,,23.6%,33.2%,33.4%,"137,368",33.9%,27.1%,37.7%,5.4%,17.4%,0.59,59.1%,16.6%,70.1%,13.48%,54.2,"$4,949",68.2,2247,,,,,,,9.4%,64,8.5,34.4%,29.9%,,,"$1,570",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"51,522",10.9%,,,,,,,,,5.6%
304,BK 04,Bushwick,Sub-Borough Area,2014-2018,,7.0%,40.9%,85.1%,,,,"$1,390","$1,730",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7%,,,,,,,,,,,,,,,,,,,,,29.8%,27.1%,1.9%,45.9%,,,,,,31.8%,,,"$2,440",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6%,3.8%,,,,,,,
304,BK 04,Bushwick,Sub-Borough Area,2015,,,,,,,,,,28.3%,"$53,380","$87,260","$50,310",27.9%,16.8%,8.8%,125,98.4%,1.6%,16.5,,,,,,6.8,164,68,19.9,74,,,,,,,,,,8.3%,45.6%,87.2%,42.3,7.6%,,26.9%,29.1%,30.9%,"122,010",38.1%,29.1%,42.0%,4.8%,18.0%,0.62,55.8%,18.8%,69.2%,8.50%,48.1,"$4,758",63.9,2121,,,,,,,1.4%,142,18.7,33.4%,22.8%,,,"$1,610",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"47,107",12.4%,,,,,,,,,5.7%
304,BK 04,Bushwick,Sub-Borough Area,2015-2019,,6.4%,42.5%,85.1%,,,,"$1,410","$1,710",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.9%,,,,,,,,,,,,,,,,,,,,,29.7%,26.9%,1.5%,47.2%,,,,,,31.9%,,,"$2,410",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9%,3.4%,,,,,,,
304,BK 04,Bushwick,Sub-Borough Area,2016,,,,,,,,,,27.4%,"$59,210","$109,780","$49,380",26.4%,6.6%,4.1%,122,98.4%,3.3%,16,,,,,,8.3,180,71,22.7,92,,,,,,,,,,9.1%,45.1%,84.4%,39.8,7.9%,,29.8%,26.1%,31.7%,"139,306",38.2%,28.7%,43.5%,6.0%,19.6%,0.62,55.4%,17.5%,67.4%,7.37%,54.9,"$5,195",50.2,"1,758",,,,,,,4.0%,125,16.4,33.7%,23.6%,,,"$1,720",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52,009",14.8%,,,,,,,,,4.9%
304,BK 04,Bushwick,Sub-Borough Area,2016-2020,,5.3%,37.5%,85.1%,,,,"$1,640","$1,820",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0%,,,,,,,,,,,,,,,,,,,,,34.7%,28.0%,3.1%,44.9%,,,,,,30.0%,,,"$2,600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0%,3.7%,,,,,,,
304,BK 04,Bushwick,Sub-Borough Area,2017,,,,,,,,,,26.0%,"$60,740","$103,380","$58,110",30.3%,5.2%,0.9%,116,97.4%,1.7%,15.2,,,,,,7,174,58,20.5,89,,,,,,,,,,7.4%,44.7%,82.2%,41.3,7.0%,,32.2%,24.8%,30.3%,"140,474",39.7%,27.1%,39.7%,5.6%,17.0%,0.63,53.9%,21.5%,68.1%,5.23%,55.4,"$5,575",43.2,"1,569",,,,,,,2.6%,114,15,33.0%,26.4%,,,"$1,720",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"51,437",12.9%,,,,,,,,,4.6%
304,BK 04,Bushwick,Sub-Borough Area,2017-2021,,5.4%,33.7%,82.2%,,,,"$1,750","$1,910",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.5%,,,,,,,,,,,,,,,,,,,,,33.9%,27.8%,5.6%,46.1%,,,,,,29.1%,,,"$2,740",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0%,3.3%,,,,,,,
304,BK 04,Bushwick,Sub-Borough Area,2018,,,,,,,,,,27.4%,"$62,790","$106,840","$57,440",23.2%,3.9%,3.3%,152,3.4%,99.3%,20,,,,,,6.4,119,48,14.5,56,,,,,,,,,,8.9%,45.8%,83.2%,43.1,9.0%,,34.9%,22.7%,27.6%,"121,188",31.2%,24.0%,38.8%,4.2%,16.4%,0.64,53.1%,22.4%,66.3%,3.76%,47.8,"$5,893",38.9,"1,432",,,,,,,5.0%,120,15.8,33.0%,26.4%,,,"$1,870",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"50,529",13.5%,,,,,,,,,4.5%
304,BK 04,Bushwick,Sub-Borough Area,2018-2022,,5.1%,35.3%,85.2%,,,,"$1,910","$2,090",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.6%,,,,,,,,,,,,,,,,,,,,,35.2%,28.1%,3.8%,45.7%,,,,,,28.2%,,,"$2,760",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5%,3.4%,,,,,,,
304,BK 04,Bushwick,Sub-Borough Area,2019,,,,,,,,,,23.8%,"$76,720","$126,120","$64,050",23.9%,5.0%,3.6%,139,4.4%,100.0%,18.3,,,,,,7.3,118,47,14,53,,,,,,,,,,9.7%,42.3%,83.5%,42.1,5.2%,,33.9%,22.4%,30.9%,"127,550",25.6%,20.7%,36.7%,4.2%,15.3%,0.61,56.3%,20.6%,71.4%,6.32%,50.3,"$6,380",30.6,"1,172",,,,,,,2.1%,145,19.1,33.1%,27.1%,,,"$1,980",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53,654",14.6%,,,,,,,,,7.2%
304,BK 04,Bushwick,Sub-Borough Area,2020,,,,,,,,,,,,,,,5.0%,1.1%,180,1.7%,100.0%,23.2,,,,,,6.6,67,16,6.9,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$7,021",17.1,689,,,,,,,1.2%,253,32.6,,,,,"$2,290",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8%
304,BK 04,Bushwick,Sub-Borough Area,2021,,,,,,,,,,26.2%,"$77,750","$137,900","$66,140",20.7%,5.6%,1.5%,269,2.7%,99.6%,34.7,,,,,,6.5,75,25,7.2,28,,,,,,,,,,10.6%,45.0%,77.0%,40.5,9.2%,,38.8%,20.6%,29.8%,"114,694",37.2%,24.2%,36.9%,8.2%,15.7%,0.68,47.6%,24.0%,69.4%,10.03%,45.2,"$7,909",11.6,475,,,,,,,1.0%,302,38.9,32.9%,22.8%,,,"$2,080",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"46,540",15.0%,,,,,,,,,
304,BK 04,Bushwick,Sub-Borough Area,2022,,,,,,,,,,31.0%,"$94,230","$118,840","$87,100",16.6%,6.9%,2.0%,203,3.0%,54.2%,25.8,,,,,,4.2,93,31,10.4,46,,,,,,,,,,10.8%,37.4%,75.2%,40.9,12.7%,,44.3%,17.8%,33.7%,94423,32.4%,19.9%,20.7%,6.4%,20.1%,0.71,42.6%,26.1%,72.7%,7.27%,37.2,"$8,478",32.8,1345,,,,,,,0.0%,110,14,30.5%,28.2%,,,"$2,180",,,,,,,,,,,,,,,,,,,,,,,,,,,,,41188,19.6%,,,,,,,,,
304,BK 04,Bushwick,Sub-Borough Area,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$8,430",34.5,"1,337",,,,,,,,,,,,,,,,10.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,BK 05,East New York/Starrett City,Sub-Borough Area,2000,,,,,,,,,,,"$49,850",,,50.3%,,,,,,,,,,,,,316,246,23,49,,,,,,,,,,8.3%,,63.0%,48.2,,,9.7%,,33.8%,"146,857",,31.3%,,3.9%,45.7%,0.63,39.1%,6.0%,,15.22%,,,,,,,,,,,,,,28.4%,,27.1%,,"$1,090",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.4%,,,,,,,,,
305,BK 05,East New York/Starrett City,Sub-Borough Area,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,330,256,23.5,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,BK 05,East New York/Starrett City,Sub-Borough Area,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,391,304,27.5,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,BK 05,East New York/Starrett City,Sub-Borough Area,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,367,261,25.4,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,BK 05,East New York/Starrett City,Sub-Borough Area,2004,,,,,,,,,,,,,,,11.4%,26.4%,1104,6.3%,90.9%,80.1,,,,,,,296,212,20.9,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.2%,1552,112.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,BK 05,East New York/Starrett City,Sub-Borough Area,2005,,,,,,,,,,26.6%,"$38,230","$68,010","$29,360",44.1%,2.2%,55.3%,1160,3.3%,90.8%,82,,,,,,6.4,317,252,21.7,52,,,,,,,,,,9.5%,53.9%,70.4%,45.4,,,16.1%,30.1%,32.7%,143543,34.8%,28.8%,35.7%,6.4%,48.3%,0.6,39.6%,4.5%,54.0%,11.09%,,,,,,,,,,,43.6%,1668,117.9,29.5%,24.2%,,,"$1,240",,,,,,,,,,,,,,,,,,,,,,,,,,,,,51257,24.8%,,,,,,,,,
305,BK 05,East New York/Starrett City,Sub-Borough Area,2005-2009,,11.4%,80.9%,98.4%,,,,"$1,080","$1,360",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.8%,,,,,,,,,,,,,,,,,,,,,5.1%,29.4%,0.0%,38.3%,,,,,,31.4%,,,"$1,490",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9%,4.1%,,,,,,,
305,BK 05,East New York/Starrett City,Sub-Borough Area,2006,,,,,,,,,,23.3%,"$40,950","$87,570","$31,710",48.7%,1.2%,50.7%,1348,1.5%,89.6%,93.4,,,,,,6.1,472,389,31.6,62,,,,,,,,,,7.9%,55.0%,71.1%,47,,,11.6%,21.0%,34.1%,161064,31.9%,27.8%,32.4%,6.2%,45.6%,0.64,38.5%,5.1%,54.2%,7.21%,26.5,,,,,,,,,,43.4%,1629,112.8,34.0%,22.8%,,,"$1,260",,,,,,,,,,,,,,,,,,,,,,,,,,,,,54000,24.8%,,,,,,,,,
305,BK 05,East New York/Starrett City,Sub-Borough Area,2006-2010,,13.7%,81.3%,99.0%,,,,"$1,110","$1,400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.1%,,,,,,,,,,,,,,,,,,,,,4.8%,27.6%,0.8%,41.6%,,,,,,33.4%,,,"$1,500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1%,4.8%,,,,,,,
305,BK 05,East New York/Starrett City,Sub-Borough Area,2007,,,,,,,,,,24.6%,"$45,930","$89,460","$36,840",45.5%,3.1%,37.6%,611,1.1%,89.2%,42.3,,,,,,5.3,766,645,51.2,87,,,,,,,,,,9.9%,54.2%,75.3%,63.3,,,14.9%,24.6%,34.5%,158711,31.5%,27.5%,34.4%,4.8%,48.0%,0.61,38.9%,5.4%,54.7%,6.30%,26.2,,,,,,,,,,34.8%,999,69.1,34.0%,25.1%,,,"$1,290",,,,,,,,,,,,,,,,,,,,,,,,,,,,,53206,23.6%,,,,,,,,,
305,BK 05,East New York/Starrett City,Sub-Borough Area,2007-2011,,17.3%,83.5%,99.2%,,,,"$1,110","$1,440",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.5%,,,,,,,,,,,,,,,,,,,,,6.1%,26.5%,0.6%,43.1%,,,,,,33.6%,,,"$1,490",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.7%,5.7%,,,,,,,
305,BK 05,East New York/Starrett City,Sub-Borough Area,2008,,,,,,,,,,27.3%,"$49,140","$84,400","$35,880",44.5%,15.6%,15.1%,404,56.2%,12.2%,27.5,,,,,,5.9,756,564,50.2,165,,,,,,,,,,8.5%,55.6%,69.0%,46,10.5%,,13.7%,26.9%,35.5%,156855,31.2%,27.8%,38.4%,4.6%,48.0%,0.61,38.8%,6.7%,59.0%,8.22%,25.8,,,,,,,,,,15.3%,307,20.9,33.6%,24.4%,,,"$1,330",,,,,,,,,,,,,,,,,,,,,,,,,,,,,54879,24.7%,,,,,,,,,
305,BK 05,East New York/Starrett City,Sub-Borough Area,2008-2012,,19.2%,81.7%,99.1%,,,,"$1,090","$1,450",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.9%,,,,,,,,,,,,,,,,,,,,,6.6%,26.7%,0.6%,42.8%,,,,,,32.7%,,,"$1,500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5%,6.8%,,,,,,,
305,BK 05,East New York/Starrett City,Sub-Borough Area,2009,,,,,,,,,,24.6%,"$45,340","$85,380","$35,640",47.9%,35.2%,9.9%,332,58.4%,16.7%,22.4,,,,,,5.5,871,675,56,146,,,,,,,,,,10.1%,54.7%,66.5%,44.2,7.5%,,11.7%,28.3%,34.0%,163813,28.5%,29.2%,44.8%,3.2%,51.4%,0.58,39.1%,4.4%,59.0%,11.42%,27,,,,,,,,,,6.0%,234,15.8,34.9%,26.1%,,,"$1,330",,,,,,,,,,,,,,,,,,,,,,,,,,,,,56101,24.9%,,,,,,,,,15.4%
305,BK 05,East New York/Starrett City,Sub-Borough Area,2009-2013,,20.8%,84.7%,100.0%,,,,"$1,100","$1,460",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.8%,,,,,,,,,,,,,,,,,,,,,4.9%,27.8%,0.0%,40.9%,,,,,,31.8%,,,"$1,470",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.9%,6.8%,,,,,,,
305,BK 05,East New York/Starrett City,Sub-Borough Area,2010,,,,,,,,,,25.0%,"$42,200","$68,690","$33,940",47.0%,62.7%,1.3%,378,64.3%,24.1%,25.5,,,,,,6,802,457,51.8,303,,,,,,,,,,10.6%,54.3%,76.7%,42.1,6.8%,,11.7%,25.2%,32.9%,146614,31.5%,36.0%,49.1%,2.9%,54.7%,0.56,36.9%,4.7%,51.9%,12.29%,24.2,"$3,547",150.4,5061,,,,,,,6.8%,146,9.9,33.3%,21.1%,,,"$1,360",,,,,,,,,,,,,,,,,,,,,,,,,,,,,57200,23.1%,,,,,,,,,15.4%
305,BK 05,East New York/Starrett City,Sub-Borough Area,2010-2014,,17.0%,77.0%,99.1%,,,,"$1,120","$1,480",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.2%,,,,,,,,,,,,,,,,,,,,,7.6%,29.4%,0.5%,42.2%,,,,,,32.0%,,,"$1,480",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1%,7.0%,,,,,,,
305,BK 05,East New York/Starrett City,Sub-Borough Area,2011,,,,,,,,,,26.1%,"$38,810","$74,270","$33,840",44.6%,67.5%,2.3%,305,73.4%,15.2%,20.5,,,,,,5.5,629,279,40.7,320,,,,,,,,,,10.4%,54.3%,76.4%,41.6,6.9%,,12.4%,21.0%,33.9%,146530,33.5%,34.0%,39.5%,3.4%,54.5%,0.59,33.4%,6.9%,51.3%,13.12%,24.1,"$3,493",156.9,5113,,,,,,,13.3%,128,8.6,34.4%,26.4%,,,"$1,360",,,,,,,,,,,,,,,,,,,,,,,,,,,,,57810,19.5%,,,,,,,,,15.7%
305,BK 05,East New York/Starrett City,Sub-Borough Area,2011-2015,,13.8%,80.8%,98.5%,,,,"$1,100","$1,480",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0%,,,,,,,,,,,,,,,,,,,,,7.9%,30.7%,0.0%,40.6%,,,,,,31.2%,,,"$1,500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0%,6.4%,,,,,,,
305,BK 05,East New York/Starrett City,Sub-Borough Area,2012,,,,,,,,,,26.5%,"$42,940","$77,530","$32,760",41.9%,78.9%,3.8%,289,62.3%,20.8%,19.4,,,,,,5,580,243,36.4,294,,,,,,,,,,9.7%,54.9%,72.4%,43.9,9.3%,,12.9%,24.8%,35.4%,157832,32.5%,30.8%,40.6%,3.7%,53.0%,0.57,37.8%,4.0%,54.0%,15.29%,26,"$3,569",153.7,5155,,,,,,,15.8%,158,10.6,33.1%,26.3%,,,"$1,290",,,,,,,,,,,,,,,,,,,,,,,,,,,,,58935,25.1%,,,,,,,,,14.2%
305,BK 05,East New York/Starrett City,Sub-Borough Area,2012-2016,,15.0%,81.0%,98.6%,,,,"$1,150","$1,490",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1%,,,,,,,,,,,,,,,,,,,,,10.0%,30.9%,0.0%,41.3%,,,,,,31.5%,,,"$1,540",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2%,5.7%,,,,,,,
305,BK 05,East New York/Starrett City,Sub-Borough Area,2013,,,,,,,,,,26.7%,"$46,320","$80,040","$40,820",44.0%,71.2%,6.7%,406,51.2%,17.8%,27.3,,,,,,5.1,695,321,44.7,338,,,,,,,,,,8.4%,55.0%,71.1%,45,7.8%,,14.1%,24.5%,35.3%,158183,27.4%,29.3%,37.0%,4.2%,54.3%,0.58,35.2%,3.6%,60.3%,12.66%,26.1,"$3,532",161.5,4947,,,,,,,10.4%,183,12.3,32.7%,28.5%,,,"$1,390",,,,,,,,,,,,,,,,,,,,,,,,,,,,,59607,22.1%,,,,,,,,,13.2%
305,BK 05,East New York/Starrett City,Sub-Borough Area,2013-2017,,12.7%,83.7%,99.5%,,,,"$1,190","$1,530",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.9%,,,,,,,,,,,,,,,,,,,,,7.9%,30.9%,0.0%,42.9%,,,,,,32.2%,,,"$1,540",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8%,5.1%,,,,,,,
305,BK 05,East New York/Starrett City,Sub-Borough Area,2014,,,,,,,,,,30.7%,"$40,830","$79,430","$34,770",35.2%,72.4%,34.0%,315,72.1%,10.5%,21.1,,,,,,5.6,627,271,40.5,326,,,,,,,,,,11.3%,54.1%,74.6%,45.1,10.6%,,15.1%,22.9%,35.1%,155863,33.8%,28.7%,36.1%,2.7%,52.0%,0.57,39.7%,3.7%,55.2%,8.35%,25.7,"$3,473",187.3,5930,,,,,,,7.0%,128,8.6,36.6%,28.2%,,,"$1,310",,,,,,,,,,,,,,,,,,,,,,,,,,,,,62281,20.9%,,,,,,,,,13.3%
305,BK 05,East New York/Starrett City,Sub-Borough Area,2014-2018,,18.2%,86.0%,99.5%,,,,"$1,200","$1,550",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2%,,,,,,,,,,,,,,,,,,,,,6.1%,30.1%,0.0%,41.8%,,,,,,32.9%,,,"$1,470",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1%,4.9%,,,,,,,
305,BK 05,East New York/Starrett City,Sub-Borough Area,2015,,,,,,,,,,29.3%,"$43,380","$86,150","$37,110",36.5%,65.3%,12.7%,323,74.3%,6.3%,21.5,,,,,,5.6,553,226,35.5,300,,,,,,,,,,10.6%,51.5%,72.4%,45.7,9.9%,,16.8%,22.4%,38.6%,158756,25.1%,28.4%,37.2%,4.8%,48.9%,0.6,40.0%,3.1%,58.5%,6.52%,26.2,"$3,480",162.8,5233,,,,,,,6.1%,245,16.3,34.0%,24.3%,,,"$1,360",,,,,,,,,,,,,,,,,,,,,,,,,,,,,61836,24.5%,,,,,,,,,14.3%
